id,params,result,time_s
6524,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=5",unsat,8.14574
6525,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=6",unsat,8.11195
6526,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=2",unsat,8.28775
6527,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=3",unsat,7.91458
6528,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=4",unsat,5.653
6529,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=5",unsat,8.00414
6530,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=6",unsat,8.07545
6531,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=2",unsat,8.29417
6532,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=3",unsat,7.73409
6533,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=4",unsat,7.81573
6534,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=5",unsat,7.66326
6535,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=6",unsat,8.39146
6536,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=2",unsat,8.20443
6537,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=3",unsat,8.10733
6538,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=4",unsat,6.06725
6539,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=5",unsat,8.65031
6540,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=6",unsat,7.89853
6541,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=2",unsat,8.574
6542,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=3",unsat,7.95231
6543,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=4",unsat,8.75642
6544,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=5",unsat,8.71327
6545,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=6",unsat,7.97306
6546,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=2",unsat,8.46884
6547,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=3",unsat,7.89412
6548,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=4",unsat,7.70263
6549,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=5",unsat,8.61033
6550,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=6",unsat,7.92844
6551,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=2",unsat,8.31505
6552,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=3",unsat,8.13512
6553,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=4",unsat,8.3252
6554,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=5",unsat,8.88404
6555,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=6",unsat,7.85932
6556,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=2",unsat,8.51651
6557,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=3",unsat,7.69967
6558,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=4",unsat,7.71268
6559,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=5",unsat,7.64514
6560,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=6",unsat,5.88924
6561,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=2",unsat,8.01355
6562,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=3",unsat,8.69076
6563,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=4",unsat,8.70393
6564,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=5",unsat,8.39176
6565,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=6",unsat,8.06824
6566,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=2",unsat,7.88724
6567,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=3",unsat,7.96974
6568,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=4",unsat,8.44401
6569,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=5",unsat,8.4803
6570,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=6",unsat,8.22324
6571,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=2",unsat,8.32096
6572,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=3",unsat,8.0921
6573,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=4",unsat,8.07716
6574,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=5",unsat,8.00065
6575,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=6",unsat,8.33731
6576,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=2",unsat,8.07078
6577,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=3",unsat,8.43982
6578,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=4",unsat,8.35264
6579,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=5",unsat,8.14987
6580,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=6",unsat,8.43015
6581,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=2",unsat,8.44941
6582,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=3",unsat,8.39608
6583,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=4",unsat,8.34986
6584,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=5",unsat,8.33125
6585,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=6",unsat,8.35484
6586,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=2",unsat,8.17426
6587,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=3",unsat,8.07149
6588,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=4",unsat,8.35863
6589,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=5",unsat,8.07416
6590,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=6",unsat,8.11207
6591,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=2",unsat,8.36016
6592,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=3",unsat,7.92029
6593,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=4",unsat,8.08534
6594,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=5",unsat,8.00777
6595,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=6",unsat,8.09183
6596,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=2",unsat,7.96752
6597,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=3",unsat,8.07095
6598,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=4",unsat,8.20389
6599,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=5",unsat,8.42479
6600,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=6",unsat,8.0974
6601,"smt.arith.nl.branching=1,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=0,smt.arith.nl.gb=1,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=2",unsat,7.90165
