"File","SZS","ExitCode","Seconds"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV461^1.p","Theorem","0","0.16"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV463^1.p","Theorem","0","0.38"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV281^5.p","Timeout","0","10.1"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV466^1.p","GaveUp","0","0.42"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV465^1.p","GaveUp","0","0.43"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV289^5.p","Timeout","0","10.07"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV296^5.p","Timeout","0","10.07"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV295^5.p","Timeout","0","10.09"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV297^5.p","Timeout","0","10.06"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV298^5.p","Timeout","0","10.1"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV467^1.p","GaveUp","0","0.77"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV443^1.p","Theorem","0","1.33"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV442^1.p","Theorem","0","1.36"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV315^5.p","Timeout","0","10.06"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV476^1.p","Theorem","0","0.97"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV478^1.p","GaveUp","0","0.85"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV317^5.p","Timeout","0","10.08"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV316^5.p","Timeout","0","10.12"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV318^5.p","Timeout","0","10.11"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV481^1.p","GaveUp","0","0.84"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV482^1.p","GaveUp","0","0.72"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV319^5.p","Timeout","0","10.09"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV319^6.p","Timeout","0","10.23"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV485^1.p","Theorem","0","0.41"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV321^5.p","Timeout","0","10.25"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV487^1.p","Theorem","0","0.97"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV383^5.p","GaveUp","0","4.55"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV489^1.p","Theorem","0","5.07"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV384^5.p","Timeout","0","10.14"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV491^1.p","GaveUp","0","5.07"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV494^1.p","Theorem","0","5.07"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV492^1.p","Theorem","0","5.1"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV493^1.p","Theorem","0","5.09"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV402^5.p","Timeout","0","10.13"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV429^1.p","Timeout","0","10.12"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV497^1.p","GaveUp","0","5.17"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV430^1.p","Timeout","0","10.15"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV456^1.p","Timeout","0","10.12"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV462^1.p","Timeout","0","10.13"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV464^1.p","Timeout","0","10.14"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV506^1.p","Theorem","0","0.45"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV507^1.p","Theorem","0","0.42"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV505^1.p","Theorem","0","1.04"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV503^1.p","GaveUp","0","1.08"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV504^1.p","Theorem","0","1.06"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV502^1.p","Theorem","0","1.09"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV510^1.p","Theorem","0","0.1"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV469^1.p","Timeout","0","10.14"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV468^1.p","Timeout","0","10.15"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV509^1.p","GaveUp","0","0.19"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV471^1.p","Timeout","0","10.13"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV470^1.p","Timeout","0","10.15"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV472^1.p","Timeout","0","10.14"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV514^1.p","Theorem","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV474^1.p","Timeout","0","10.06"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV473^1.p","Timeout","0","10.11"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV475^1.p","Timeout","0","10.07"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV477^1.p","Timeout","0","10.06"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV480^1.p","Timeout","0","10.07"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV479^1.p","Timeout","0","10.12"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV583^1.p","GaveUp","0","0.81"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV588^1.p","GaveUp","0","0.4"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV584^1.p","GaveUp","0","0.64"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV587^1.p","GaveUp","0","0.55"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV586^1.p","GaveUp","0","0.57"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV585^1.p","GaveUp","0","0.6"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV589^1.p","GaveUp","0","0.39"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV483^1.p","Timeout","0","10.07"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV484^1.p","Timeout","0","10.05"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV590^1.p","GaveUp","0","0.06"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV592^1.p","GaveUp","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV591^1.p","GaveUp","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV593^1.p","GaveUp","0","0.09"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV594^1.p","GaveUp","0","0.09"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV595^1.p","GaveUp","0","0.1"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV596^1.p","GaveUp","0","0.11"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV597^1.p","GaveUp","0","0.14"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV598^1.p","GaveUp","0","0.14"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV599^1.p","GaveUp","0","0.12"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV600^1.p","GaveUp","0","0.1"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV601^1.p","GaveUp","0","0.1"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV602^1.p","GaveUp","0","0.13"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV486^1.p","Timeout","0","10.06"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV490^1.p","Timeout","0","10.06"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV488^1.p","Timeout","0","10.1"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV495^1.p","Timeout","0","10.08"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV496^1.p","Timeout","0","10.1"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV498^1.p","Timeout","0","10.14"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV107^7.p","Theorem","0","0.81"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV425^1.p","CounterSatisfiable","0","0.24"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV425^2.p","GaveUp","0","0.18"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV426^1.p","CounterSatisfiable","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV061^7.p","Theorem","0","3.28"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV073^7.p","Theorem","0","3.38"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV085^7.p","Theorem","0","3.29"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV427^1.p","CounterSatisfiable","0","0.74"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV500^1.p","Timeout","0","10.19"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV499^1.p","Timeout","0","10.23"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV428^1.p","CounterSatisfiable","0","0.14"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV429^1.p","Theorem","0","0.11"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV429^2.p","Theorem","0","0.53"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV501^1.p","Timeout","0","10.11"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV430^1.p","CounterSatisfiable","0","0.16"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV430^2.p","GaveUp","0","0.16"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV431^1.p","CounterSatisfiable","0","0.14"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV432^1.p","CounterSatisfiable","0","0.12"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV508^1.p","Timeout","0","10.08"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV432^2.p","GaveUp","0","0.24"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV511^1.p","Timeout","0","10.07"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV512^1.p","Timeout","0","10.09"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV513^1.p","Timeout","0","10.07"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV523^1.p","Timeout","0","10.08"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV525^1.p","Timeout","0","10.08"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV524^1.p","Timeout","0","10.09"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV526^1.p","Timeout","0","10.09"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV527^1.p","Timeout","0","10.11"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV528^1.p","Timeout","0","10.12"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV434^3.p","CounterSatisfiable","0","0.09"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV530^1.p","Timeout","0","10.12"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV529^1.p","Timeout","0","10.14"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV435^4.p","Theorem","0","0.07"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV435^3.p","Theorem","0","0.07"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV531^1.p","Timeout","0","10.13"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV532^1.p","Timeout","0","10.16"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV436^3.p","CounterSatisfiable","0","0.09"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV434^4.p","GaveUp","0","0.17"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV442^1.p","Theorem","0","0.1"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV443^1.p","Theorem","0","0.12"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV444^1.p","Theorem","0","0.13"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV447^1.p","Theorem","0","0.12"
"C:\TPTP\TPTP-v9.3.1\Problems\SWW\SWW469^1.p","Theorem","0","0.11"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV603^1.p","Timeout","0","10.14"
"C:\TPTP\TPTP-v9.3.1\Problems\SEV\SEV604^1.p","Timeout","0","10.15"
"C:\TPTP\TPTP-v9.3.1\Problems\SWB\SWB109^3.p","Timeout","0","10.11"
"C:\TPTP\TPTP-v9.3.1\Problems\SWC\SWC425^7.p","Timeout","0","10.09"
"C:\TPTP\TPTP-v9.3.1\Problems\SWB\SWB109^15.p","Timeout","0","10.14"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV010^7.p","Timeout","0","10.14"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV067^7.p","Timeout","0","10.1"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV079^7.p","Timeout","0","10.08"
"C:\TPTP\TPTP-v9.3.1\Problems\SWW\SWW473^1.p","Theorem","0","0.17"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV091^7.p","Timeout","0","10.09"
"C:\TPTP\TPTP-v9.3.1\Problems\SWW\SWW473^2.p","Theorem","0","0.25"
"C:\TPTP\TPTP-v9.3.1\Problems\SWW\SWW473^3.p","Theorem","0","0.47"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV097^7.p","Timeout","0","10.1"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV103^7.p","Timeout","0","10.09"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV433^1.p","CounterSatisfiable","0","2.24"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV426^2.p","Timeout","0","10.12"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV426^3.p","Timeout","0","10.1"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV426^4.p","Timeout","0","10.08"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV427^2.p","Timeout","0","10.09"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV431^2.p","GaveUp","0","6.51"
"C:\TPTP\TPTP-v9.3.1\Problems\SWW\SWW478^1.p","Theorem","0","0.13"
"C:\TPTP\TPTP-v9.3.1\Problems\SWW\SWW478^2.p","Theorem","0","0.19"
"C:\TPTP\TPTP-v9.3.1\Problems\SWW\SWW478^3.p","Theorem","0","0.24"
"C:\TPTP\TPTP-v9.3.1\Problems\SWW\SWW674^1.p","GaveUp","0","0.12"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV428^2.p","Timeout","0","10.13"
"C:\TPTP\TPTP-v9.3.1\Problems\SWW\SWW971^5.p","CounterSatisfiable","0","0.09"
"C:\TPTP\TPTP-v9.3.1\Problems\SWX\SWX154^1.p","Theorem","0","0.19"
"C:\TPTP\TPTP-v9.3.1\Problems\SWX\SWX155^1.p","Theorem","0","0.11"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV433^2.p","Timeout","0","10.11"
"C:\TPTP\TPTP-v9.3.1\Problems\SWX\SWX157^1.p","Theorem","0","0.25"
"C:\TPTP\TPTP-v9.3.1\Problems\SWX\SWX158^1.p","Theorem","0","0.12"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV436^4.p","Timeout","0","10.1"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV437^1.p","Timeout","0","10.11"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV438^1.p","Timeout","0","10.12"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV439^1.p","Timeout","0","10.11"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV440^1.p","Timeout","0","10.11"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV441^1.p","Timeout","0","10.11"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV445^1.p","Timeout","0","10.12"
"C:\TPTP\TPTP-v9.3.1\Problems\SWX\SWX159^1.p","Theorem","0","0.11"
"C:\TPTP\TPTP-v9.3.1\Problems\SWV\SWV446^1.p","Timeout","0","10.13"
"C:\TPTP\TPTP-v9.3.1\Problems\SWW\SWW470^2.p","Timeout","0","10.14"
"C:\TPTP\TPTP-v9.3.1\Problems\SWW\SWW470^1.p","Timeout","0","10.18"
"C:\TPTP\TPTP-v9.3.1\Problems\SWX\SWX164^1.p","GaveUp","0","0.18"
"C:\TPTP\TPTP-v9.3.1\Problems\SWX\SWX163^1.p","GaveUp","0","0.2"
"C:\TPTP\TPTP-v9.3.1\Problems\SWW\SWW471^1.p","Timeout","0","10.16"
"C:\TPTP\TPTP-v9.3.1\Problems\SWW\SWW471^2.p","Timeout","0","10.14"
"C:\TPTP\TPTP-v9.3.1\Problems\SWW\SWW470^3.p","Timeout","0","10.18"
"C:\TPTP\TPTP-v9.3.1\Problems\SWX\SWX174^1.p","Theorem","0","0.09"
"C:\TPTP\TPTP-v9.3.1\Problems\SWX\SWX173^1.p","Theorem","0","0.1"
"C:\TPTP\TPTP-v9.3.1\Problems\SWX\SWX177^1.p","Theorem","0","0.06"
"C:\TPTP\TPTP-v9.3.1\Problems\SWX\SWX176^1.p","Theorem","0","0.1"
"C:\TPTP\TPTP-v9.3.1\Problems\SWW\SWW472^1.p","Timeout","0","10.09"
"C:\TPTP\TPTP-v9.3.1\Problems\SWW\SWW472^3.p","Timeout","0","10.08"
"C:\TPTP\TPTP-v9.3.1\Problems\SWW\SWW471^3.p","Timeout","0","10.14"
"C:\TPTP\TPTP-v9.3.1\Problems\SWW\SWW472^2.p","Timeout","0","10.12"
"C:\TPTP\TPTP-v9.3.1\Problems\SWX\SWX180^1.p","Theorem","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\SWX\SWX181^1.p","Theorem","0","0.12"
"C:\TPTP\TPTP-v9.3.1\Problems\SWW\SWW474^1.p","Timeout","0","10.13"
"C:\TPTP\TPTP-v9.3.1\Problems\SWW\SWW474^2.p","Timeout","0","10.11"
"C:\TPTP\TPTP-v9.3.1\Problems\SWW\SWW474^3.p","Timeout","0","10.15"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN000^1.p","Theorem","0","0.11"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN000^2.p","Crash","103","0.06"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN000^7.p","GaveUp","0","0.07"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN000^6.p","GaveUp","0","0.1"
"C:\TPTP\TPTP-v9.3.1\Problems\SWW\SWW475^1.p","Timeout","0","10.13"
"C:\TPTP\TPTP-v9.3.1\Problems\SWW\SWW475^2.p","Timeout","0","10.13"
"C:\TPTP\TPTP-v9.3.1\Problems\SWW\SWW476^1.p","Timeout","0","10.13"
"C:\TPTP\TPTP-v9.3.1\Problems\SWW\SWW475^3.p","Timeout","0","10.2"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN036^5.p","Theorem","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\SWW\SWW476^2.p","Timeout","0","10.18"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN041^4.p","Theorem","0","0.14"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN044^4.p","Theorem","0","0.13"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN045^4.p","Theorem","0","0.07"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN045^7.p","Theorem","0","0.13"
"C:\TPTP\TPTP-v9.3.1\Problems\SWW\SWW476^3.p","Timeout","0","10.33"
"C:\TPTP\TPTP-v9.3.1\Problems\SWW\SWW477^1.p","Timeout","0","10.15"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN049^5.p","Theorem","0","0.11"
"C:\TPTP\TPTP-v9.3.1\Problems\SWW\SWW477^2.p","Timeout","0","10.19"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN051^5.p","Theorem","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN055^5.p","Theorem","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN052^7.p","Theorem","0","0.16"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN056^5.p","Theorem","0","0.2"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN057^5.p","Theorem","0","0.18"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN058^5.p","Theorem","0","0.1"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN059^5.p","Theorem","0","0.09"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN064^5.p","Theorem","0","0.06"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN355^5.p","Theorem","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN356^5.p","Theorem","0","0.1"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN357^5.p","Theorem","0","0.1"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN357^7.p","Theorem","0","0.07"
"C:\TPTP\TPTP-v9.3.1\Problems\SWW\SWW477^3.p","Timeout","0","10.16"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN358^5.p","Theorem","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN360^5.p","Theorem","0","0.07"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN361^5.p","Theorem","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN364^5.p","Theorem","0","0.07"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN365^5.p","Theorem","0","0.07"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN374^5.p","Theorem","0","0.09"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN375^5.p","Theorem","0","0.07"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN377^5.p","Theorem","0","0.07"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN381^5.p","Theorem","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN382^5.p","Theorem","0","0.12"
"C:\TPTP\TPTP-v9.3.1\Problems\SWW\SWW971^15.p","Timeout","0","10.08"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN377^7.p","Theorem","0","0.76"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN387^4.p","CounterSatisfiable","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN387^7.p","CounterSatisfiable","0","0.12"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN389^4.p","CounterSatisfiable","0","0.21"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN390^4.p","Theorem","0","0.09"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN391^4.p","Theorem","0","0.1"
"C:\TPTP\TPTP-v9.3.1\Problems\SWX\SWX156^1.p","Timeout","0","10.12"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN393^4.002.p","Theorem","0","0.09"
"C:\TPTP\TPTP-v9.3.1\Problems\SWX\SWX160^1.p","Timeout","0","10.07"
"C:\TPTP\TPTP-v9.3.1\Problems\SWX\SWX161^1.p","Timeout","0","10.08"
"C:\TPTP\TPTP-v9.3.1\Problems\SWX\SWX162^1.p","Timeout","0","10.08"
"C:\TPTP\TPTP-v9.3.1\Problems\SWX\SWX165^1.p","Timeout","0","10.12"
"C:\TPTP\TPTP-v9.3.1\Problems\SWX\SWX167^1.p","Timeout","0","10.08"
"C:\TPTP\TPTP-v9.3.1\Problems\SWX\SWX166^1.p","Timeout","0","10.12"
"C:\TPTP\TPTP-v9.3.1\Problems\SWX\SWX168^1.p","Timeout","0","10.08"
"C:\TPTP\TPTP-v9.3.1\Problems\SWX\SWX170^1.p","Timeout","0","10.05"
"C:\TPTP\TPTP-v9.3.1\Problems\SWX\SWX169^1.p","Timeout","0","10.08"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN397^7.p","Theorem","0","0.18"
"C:\TPTP\TPTP-v9.3.1\Problems\SWX\SWX172^1.p","Timeout","0","10.09"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN731^5.p","Theorem","0","0.15"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN732^5.p","Theorem","0","0.14"
"C:\TPTP\TPTP-v9.3.1\Problems\SWX\SWX171^1.p","Timeout","0","10.13"
"C:\TPTP\TPTP-v9.3.1\Problems\SWX\SWX175^1.p","Timeout","0","10.09"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN393^4.004.p","Theorem","0","0.27"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN915^4.p","Theorem","0","0.06"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN916^4.p","CounterSatisfiable","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN741^7.p","Theorem","0","0.12"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN978^4.p","Theorem","0","0.07"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN983^1.p","Theorem","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN984^1.p","Theorem","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN985^1.p","GaveUp","0","0.1"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN987^1.p","CounterSatisfiable","0","0.09"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN987^2.p","Unsatisfiable","0","0.09"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN988^1.p","CounterSatisfiable","0","0.07"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN988^2.p","Unsatisfiable","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN989^1.p","Theorem","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\SWX\SWX178^1.p","Timeout","0","10.07"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN989^2.p","Satisfiable","0","0.09"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN989^3.p","Theorem","0","0.09"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN990^1.p","Satisfiable","0","0.1"
"C:\TPTP\TPTP-v9.3.1\Problems\SWX\SWX179^1.p","Timeout","0","10.09"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN992^1.p","GaveUp","0","0.1"
"C:\TPTP\TPTP-v9.3.1\Problems\SYN\SYN993^1.p","CounterSatisfiable","0","0.1"
